,S/N,Product Name,Product Description,Old Price,Discount('%'),Promo Price
367,294,Generic ,HOT SALE 10.1'' 4G + 64GB Android 7.0 Tablet PC Octa 8 Core,"₦ 58,999 ",-64%,"₦ 21,490  - ₦ 21,980 "
368,295,Generic ,10.1'' 4G+64GB Android 7.0 Tablet PC Octa 8 Core HD WIFI Bluetooth 2 SIM 4G New,"₦ 100,400  - ₦ 102,400 ",-78%,"₦ 22,080 "
369,296,TENFLY ,Power Bank 16800mAh For Smart Phones,"₦ 25,000 ",-88%,"₦ 2,950 "
370,297,VILLAON ,Power Bank 10000mAh Fast Charge VPB-B101D - Black,"₦ 5,500 ",-37%,"₦ 3,480 "
372,298,Generic ,Generic 64GB+4G Android 7.0 Tablet PC Octa 8 Core 2SIM-Black,"₦ 59,999 ",-65%,"₦ 20,950  - ₦ 21,950 "
373,299,Samsung ,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM) Android 9.0 Pie, 12MP + 12MP + 16MP Dual SIM 4G Fingerprint Smartphone - Prism White",,,"₦ 267,999 "
374,300,Infinix ,"HOT 7 Pro (X625B) 6.2-Inch HD+ (3GB,32GB ROM) Android 9 Pie (13MP+2MP) (13MP+2MP) 4000mAh Dual SIM 4G Smartphone - Midninght Black","₦ 44,514 ",-1%,"₦ 44,100 "
375,301,Smart ,"Smart Wrist Watch Phone(SIM Card,Memory Card, Camera Etc)","₦ 7,500 ",-49%,"₦ 3,790 "
377,302,Apple ,"IPhone X 5.8-Inches Super AMOLED (3GB RAM, 256GB ROM) IOS 11.1.1, (12MP + 12MP) + 7MP 4G LTE Smartphone - Silver",,,"₦ 282,900 "
378,303,Gionee ,"S11 Lite 5.7-Inch HD 18:9 Full Screen (4GB,32GB ROM) Android 7.1 Nougat, (13MP + 2MP) + 16MP, Hybrid Dual SIM 4G LTE Fingerprint ID Smartphone - Gold","₦ 78,990 ",-54%,"₦ 36,200 "
379,304,Samsung ,Level U Bluetooth Neckband Earpiece,"₦ 10,000 ",-53%,"₦ 4,689 "
380,305, ,"Redmi Note 7 6.3-Inch (4GB RAM, 64GB ROM) Android 9.0 (Pie) (48MP + 5MP) + 13MP 4G Face & Fingerprint ID  - Blue","₦ 72,000 ",-6%,"₦ 67,800 "
382,306,Infinix ,"Infinix S4 6.2""HD+ Water-drop (64GB ROM+6GB RAM) 13MP+8MP+2MP 32MP FF, Android 9pie, 4000mAh Battery-  Nebula Blue","₦ 66,000 ",-1%,"₦ 65,800 "
383,307,Generic ,Smart Watch Bluetooth SmartWatches Men Support SIM TF Card Call Heart Rate Pedometer Sport Mode,"₦ 75,600 ",-74%,"₦ 20,000 "
384,308,Generic ,"A1 Smartwatch With Sim & Memory Card, Camera & Pedometer-Black","₦ 7,500 ",-54%,"₦ 3,475 "
385,309,A1 Smartwatch ,"Smart Watch Single Sim GSM, Bluetooth, Memory Card Slot & Camera For Android And IPhone-Black","₦ 6,000 ",-42%,"₦ 3,490 "
387,310,Generic ,Smart Watches Wrist Dial SMS Remind Pedometer SmartWatch,"₦ 15,000 ",-65%,"₦ 5,220 "
388,311,Henan ,"20,000mAh Power Bank - White",,,"₦ 2,300 "
389,312,Generic ,Smart Watch---Metal Strap Bluetooth Wrist Smartwatch Support Sim TF Card Android&IOS Watch Multi-languages---SILVER,"₦ 9,000 ",-33%,"₦ 5,995 "
390,313,Generic ,Fitness Tracker 0.96-Inch TFT Display Smartwatch,"₦ 6,000 ",-62%,"₦ 2,300 "
392,314,Taiwan ,32GB Mobile Phone Memory Card Memory Card TF Card Driving Recorder Memory Card,"₦ 3,040 ",-41%,"₦ 1,800 "
393,315,Generic ,S530 Upgrade 4.2 Bluetooth Earphone Mini Wireless Bluetooth ,₦ 800 ,-15%,₦ 680 
394,316,Tecno ,"Spark 3 (KB7) 6.2-Inch HD (1GB,16GB ROM) Android 8.1 Oreo, 13MP + 8MP Dual SIM 3G Smartphone - Midnight Black","₦ 32,832 ",-2%,"₦ 32,240 "
395,317,Rocco ,"10,400 mAh Fast Charging Triple USB Port Power Bank With Torch Light + (Free Mini USB Fan)","₦ 5,000 ",-38%,"₦ 3,100 "
397,318,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Champagne Gold (JA19)","₦ 24,458 ",-4%,"₦ 23,540 "
398,319,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Midnight Black (JA19)","₦ 24,441 ",-4%,"₦ 23,540 "
399,320,Generic ,2019  Smart Watch Color Screen Blood Pressure Fitness Tracker Heart Rate Monitor Smart Band Sport For Android IOS Iphone,"₦ 8,900 ",-60%,"₦ 3,600 "
400,321,Samsung ,"Galaxy A20 Dual Sim- 6.4"" (32gb+3gb Ram) 13MP + 5MP, 4G LTE-BLACK (JA19)","₦ 65,000 ",-20%,"₦ 52,000 "
402,322,Infinix ,"S4 6.2""HD+ Water-drop (32GB ROM+3GB RAM) 13MP+8MP+2MP 32MP FF, Android 9pie, 4000mAh Battery- Nebula Blue","₦ 65,000 ",-23%,"₦ 50,200 "
403,323,Samsung ,"Galaxy A30 6.4-Inch (4GB RAM, 64GB ROM) Android 9.0 Pie, (16MP + 5MP) + 16MP 4G LTE Smartphone - Blue (MW19)","₦ 67,942 ",-1%,"₦ 67,600 "
404,324,Samsung ,"Galaxy A30 6.4-Inch (4GB RAM, 64GB ROM) Android 9.0 Pie, (16MP + 5MP) + 16MP 4G LTE Smartphone - Black",,,"₦ 67,499 "
405,325,Gionee ,S10 Lite 5.2 Inch HD 4GB RAM 32GB ROM 16MP + 13MP Android 7.1 Hybrid Dual SIM 4G LTE Smartphone 3100mA - Gold,"₦ 44,590 ",-29%,"₦ 31,820 "
407,326,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Aqua Blue (JA19)","₦ 24,509 ",-4%,"₦ 23,540 "
408,327,Generic ,P35 PRO Android 9.1 Smart Phone 8Cores 6G+128GB Face Recognition Smartphone 6.3 Inch Touch Screen 4800mAh Long Standby,"₦ 99,080 ",-68%,"₦ 31,350 "
409,328,Generic ,HOT SALE 10.1'' 6G+64GB Android 7.0 Tablet PC Octa 8 Core HD,"₦ 78,063 ",-73%,"₦ 20,999 "
410,329,Generic ,HOT SALE 10.1'' 6G+64GB Android 7.0 Tablet PC Octa 8 Core HD,"₦ 78,063 ",-76%,"₦ 18,999  - ₦ 20,899 "
412,330,Generic ,NEW 10.1'' Tablet PC Android 8.0 Octa Core 64GB 10 Inch HD WIFI 2 SIM 3G Phablet-Gold,"₦ 48,361 ",-61%,"₦ 18,990 "
413,331,Excelvan ,M10K6 - 10.1” 3G Android 6.0 2GB+16GB Dual SIM Card Tablet PC-Black,"₦ 39,600 ",-26%,"₦ 29,290 "
414,332,Nokia ,"X6 (6.1 Plus) 5.8-Inch 19:19 FHD (6GB, 64GB ROM) Android 8.1 Oreo, (16MP+5MP) + 16MP, 3060mAh, Hybrid Dual SIM 4G LTE Smartphone - Black","₦ 63,500 ",-15%,"₦ 53,999 "
415,333,Generic ,HOT SALE 10.1'' 4G + 64GB Android 7.0 Tablet PC Octa 8 Core,"₦ 58,999 ",-64%,"₦ 21,490  - ₦ 21,980 "
417,334,Generic ,10.1'' 4G+64GB Android 7.0 Tablet PC Octa 8 Core HD WIFI Bluetooth 2 SIM 4G New,"₦ 100,400  - ₦ 102,400 ",-78%,"₦ 22,080 "
418,335,TENFLY ,Power Bank 16800mAh For Smart Phones,"₦ 25,000 ",-88%,"₦ 2,950 "
419,336,VILLAON ,Power Bank 10000mAh Fast Charge VPB-B101D - Black,"₦ 5,500 ",-37%,"₦ 3,480 "
420,337,Generic ,Generic 64GB+4G Android 7.0 Tablet PC Octa 8 Core 2SIM-Black,"₦ 59,999 ",-65%,"₦ 20,950  - ₦ 21,950 "
422,338,Samsung ,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM) Android 9.0 Pie, 12MP + 12MP + 16MP Dual SIM 4G Fingerprint Smartphone - Prism White",,,"₦ 267,999 "
423,339,Infinix ,"HOT 7 Pro (X625B) 6.2-Inch HD+ (3GB,32GB ROM) Android 9 Pie (13MP+2MP) (13MP+2MP) 4000mAh Dual SIM 4G Smartphone - Midninght Black","₦ 44,514 ",-1%,"₦ 44,100 "
424,340,Smart ,"Smart Wrist Watch Phone(SIM Card,Memory Card, Camera Etc)","₦ 7,500 ",-49%,"₦ 3,790 "
425,341,Apple ,"IPhone X 5.8-Inches Super AMOLED (3GB RAM, 256GB ROM) IOS 11.1.1, (12MP + 12MP) + 7MP 4G LTE Smartphone - Silver",,,"₦ 282,900 "
427,342,Gionee ,"S11 Lite 5.7-Inch HD 18:9 Full Screen (4GB,32GB ROM) Android 7.1 Nougat, (13MP + 2MP) + 16MP, Hybrid Dual SIM 4G LTE Fingerprint ID Smartphone - Gold","₦ 78,990 ",-54%,"₦ 36,200 "
428,343,Samsung ,Level U Bluetooth Neckband Earpiece,"₦ 10,000 ",-53%,"₦ 4,689 "
429,344, ,"Redmi Note 7 6.3-Inch (4GB RAM, 64GB ROM) Android 9.0 (Pie) (48MP + 5MP) + 13MP 4G Face & Fingerprint ID  - Blue","₦ 72,000 ",-6%,"₦ 67,800 "
430,345,Infinix ,"Infinix S4 6.2""HD+ Water-drop (64GB ROM+6GB RAM) 13MP+8MP+2MP 32MP FF, Android 9pie, 4000mAh Battery-  Nebula Blue","₦ 66,000 ",-1%,"₦ 65,800 "
432,346,Generic ,Smart Watch Bluetooth SmartWatches Men Support SIM TF Card Call Heart Rate Pedometer Sport Mode,"₦ 75,600 ",-74%,"₦ 20,000 "
433,347,Generic ,"A1 Smartwatch With Sim & Memory Card, Camera & Pedometer-Black","₦ 7,500 ",-54%,"₦ 3,475 "
434,348,A1 Smartwatch ,"Smart Watch Single Sim GSM, Bluetooth, Memory Card Slot & Camera For Android And IPhone-Black","₦ 6,000 ",-42%,"₦ 3,490 "
435,349,Generic ,Smart Watches Wrist Dial SMS Remind Pedometer SmartWatch,"₦ 15,000 ",-65%,"₦ 5,220 "
437,350,Henan ,"20,000mAh Power Bank - White",,,"₦ 2,300 "
438,351,Generic ,Smart Watch---Metal Strap Bluetooth Wrist Smartwatch Support Sim TF Card Android&IOS Watch Multi-languages---SILVER,"₦ 9,000 ",-33%,"₦ 5,995 "
439,352,Generic ,Fitness Tracker 0.96-Inch TFT Display Smartwatch,"₦ 6,000 ",-62%,"₦ 2,300 "
440,353,Taiwan ,32GB Mobile Phone Memory Card Memory Card TF Card Driving Recorder Memory Card,"₦ 3,040 ",-41%,"₦ 1,800 "
442,354,Generic ,S530 Upgrade 4.2 Bluetooth Earphone Mini Wireless Bluetooth ,₦ 800 ,-15%,₦ 680 
443,355,Tecno ,"Spark 3 (KB7) 6.2-Inch HD (1GB,16GB ROM) Android 8.1 Oreo, 13MP + 8MP Dual SIM 3G Smartphone - Midnight Black","₦ 32,832 ",-2%,"₦ 32,240 "
444,356,Rocco ,"10,400 mAh Fast Charging Triple USB Port Power Bank With Torch Light + (Free Mini USB Fan)","₦ 5,000 ",-38%,"₦ 3,100 "
445,357,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Champagne Gold (JA19)","₦ 24,458 ",-4%,"₦ 23,540 "
447,358,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Midnight Black (JA19)","₦ 24,441 ",-4%,"₦ 23,540 "
448,359,Generic ,2019  Smart Watch Color Screen Blood Pressure Fitness Tracker Heart Rate Monitor Smart Band Sport For Android IOS Iphone,"₦ 8,900 ",-60%,"₦ 3,600 "
449,360,Vernee ,"T3 Pro 5.5-Inch MTK6739 Quad-Core (3GB, 16GB ROM) Android 8.1 Oreo, 13MP Dual SIM 4080mAh, Face ID Smartphone - Black","₦ 39,999 ",-40%,"₦ 23,999 "
450,361,Samsung ,"Galaxy A20 Dual Sim- 6.4"" (32gb+3gb Ram) 13MP + 5MP, 4G LTE-BLACK (JA19)","₦ 65,000 ",-20%,"₦ 52,000 "
452,362,Infinix ,"S4 6.2""HD+ Water-drop (32GB ROM+3GB RAM) 13MP+8MP+2MP 32MP FF, Android 9pie, 4000mAh Battery- Nebula Blue","₦ 65,000 ",-23%,"₦ 50,200 "
453,363,Samsung ,"Galaxy A30 6.4-Inch (4GB RAM, 64GB ROM) Android 9.0 Pie, (16MP + 5MP) + 16MP 4G LTE Smartphone - Blue (MW19)","₦ 67,942 ",-1%,"₦ 67,600 "
454,364,Vernee ,"T3 Pro 5.5-Inch MTK6739 Quad-Core (3GB, 16GB ROM) Android 8.1 Oreo, 13MP Dual SIM 4080mAh, Face ID Smartphone - Black","₦ 39,999 ",-40%,"₦ 23,999 "
455,365,Samsung ,"Galaxy A30 6.4-Inch (4GB RAM, 64GB ROM) Android 9.0 Pie, (16MP + 5MP) + 16MP 4G LTE Smartphone - Black",,,"₦ 67,499 "
457,366,Gionee ,S10 Lite 5.2 Inch HD 4GB RAM 32GB ROM 16MP + 13MP Android 7.1 Hybrid Dual SIM 4G LTE Smartphone 3100mA - Gold,"₦ 44,590 ",-29%,"₦ 31,820 "
458,367,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Aqua Blue (JA19)","₦ 24,509 ",-4%,"₦ 23,540 "
459,368,Generic ,P35 PRO Android 9.1 Smart Phone 8Cores 6G+128GB Face Recognition Smartphone 6.3 Inch Touch Screen 4800mAh Long Standby,"₦ 99,080 ",-68%,"₦ 31,350 "
460,369,Generic ,HOT SALE 10.1'' 6G+64GB Android 7.0 Tablet PC Octa 8 Core HD,"₦ 78,063 ",-73%,"₦ 20,999 "
462,370,Generic ,HOT SALE 10.1'' 6G+64GB Android 7.0 Tablet PC Octa 8 Core HD,"₦ 78,063 ",-76%,"₦ 18,999  - ₦ 20,899 "
463,371,Generic ,NEW 10.1'' Tablet PC Android 8.0 Octa Core 64GB 10 Inch HD WIFI 2 SIM 3G Phablet-Gold,"₦ 48,361 ",-61%,"₦ 18,990 "
464,372,Excelvan ,M10K6 - 10.1” 3G Android 6.0 2GB+16GB Dual SIM Card Tablet PC-Black,"₦ 39,600 ",-26%,"₦ 29,290 "
465,373,Nokia ,"X6 (6.1 Plus) 5.8-Inch 19:19 FHD (6GB, 64GB ROM) Android 8.1 Oreo, (16MP+5MP) + 16MP, 3060mAh, Hybrid Dual SIM 4G LTE Smartphone - Black","₦ 63,500 ",-15%,"₦ 53,999 "
467,374,Generic ,HOT SALE 10.1'' 4G + 64GB Android 7.0 Tablet PC Octa 8 Core,"₦ 58,999 ",-64%,"₦ 21,490  - ₦ 21,980 "
468,375,Generic ,10.1'' 4G+64GB Android 7.0 Tablet PC Octa 8 Core HD WIFI Bluetooth 2 SIM 4G New,"₦ 100,400  - ₦ 102,400 ",-78%,"₦ 22,080 "
469,376,TENFLY ,Power Bank 16800mAh For Smart Phones,"₦ 25,000 ",-88%,"₦ 2,950 "
470,377,VILLAON ,Power Bank 10000mAh Fast Charge VPB-B101D - Black,"₦ 5,500 ",-37%,"₦ 3,480 "
472,378,Generic ,Generic 64GB+4G Android 7.0 Tablet PC Octa 8 Core 2SIM-Black,"₦ 59,999 ",-65%,"₦ 20,950  - ₦ 21,950 "
473,379,Samsung ,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM) Android 9.0 Pie, 12MP + 12MP + 16MP Dual SIM 4G Fingerprint Smartphone - Prism White",,,"₦ 267,999 "
474,380,Infinix ,"HOT 7 Pro (X625B) 6.2-Inch HD+ (3GB,32GB ROM) Android 9 Pie (13MP+2MP) (13MP+2MP) 4000mAh Dual SIM 4G Smartphone - Midninght Black","₦ 44,514 ",-1%,"₦ 44,100 "
475,381,Smart ,"Smart Wrist Watch Phone(SIM Card,Memory Card, Camera Etc)","₦ 7,500 ",-49%,"₦ 3,790 "
477,382,Apple ,"IPhone X 5.8-Inches Super AMOLED (3GB RAM, 256GB ROM) IOS 11.1.1, (12MP + 12MP) + 7MP 4G LTE Smartphone - Silver",,,"₦ 282,900 "
478,383,Gionee ,"S11 Lite 5.7-Inch HD 18:9 Full Screen (4GB,32GB ROM) Android 7.1 Nougat, (13MP + 2MP) + 16MP, Hybrid Dual SIM 4G LTE Fingerprint ID Smartphone - Gold","₦ 78,990 ",-54%,"₦ 36,200 "
479,384,Samsung ,Level U Bluetooth Neckband Earpiece,"₦ 10,000 ",-53%,"₦ 4,689 "
480,385, ,"Redmi Note 7 6.3-Inch (4GB RAM, 64GB ROM) Android 9.0 (Pie) (48MP + 5MP) + 13MP 4G Face & Fingerprint ID  - Blue","₦ 72,000 ",-6%,"₦ 67,800 "
482,386,Infinix ,"Infinix S4 6.2""HD+ Water-drop (64GB ROM+6GB RAM) 13MP+8MP+2MP 32MP FF, Android 9pie, 4000mAh Battery-  Nebula Blue","₦ 66,000 ",-1%,"₦ 65,800 "
483,387,Generic ,Smart Watch Bluetooth SmartWatches Men Support SIM TF Card Call Heart Rate Pedometer Sport Mode,"₦ 75,600 ",-74%,"₦ 20,000 "
484,388,Generic ,"A1 Smartwatch With Sim & Memory Card, Camera & Pedometer-Black","₦ 7,500 ",-54%,"₦ 3,475 "
485,389,A1 Smartwatch ,"Smart Watch Single Sim GSM, Bluetooth, Memory Card Slot & Camera For Android And IPhone-Black","₦ 6,000 ",-42%,"₦ 3,490 "
487,390,Generic ,Smart Watches Wrist Dial SMS Remind Pedometer SmartWatch,"₦ 15,000 ",-65%,"₦ 5,220 "
488,391,Henan ,"20,000mAh Power Bank - White",,,"₦ 2,300 "
489,392,Generic ,Smart Watch---Metal Strap Bluetooth Wrist Smartwatch Support Sim TF Card Android&IOS Watch Multi-languages---SILVER,"₦ 9,000 ",-33%,"₦ 5,995 "
490,393,Generic ,Fitness Tracker 0.96-Inch TFT Display Smartwatch,"₦ 6,000 ",-62%,"₦ 2,300 "
492,394,Taiwan ,32GB Mobile Phone Memory Card Memory Card TF Card Driving Recorder Memory Card,"₦ 3,040 ",-41%,"₦ 1,800 "
493,395,Generic ,S530 Upgrade 4.2 Bluetooth Earphone Mini Wireless Bluetooth ,₦ 800 ,-15%,₦ 680 
494,396,Tecno ,"Spark 3 (KB7) 6.2-Inch HD (1GB,16GB ROM) Android 8.1 Oreo, 13MP + 8MP Dual SIM 3G Smartphone - Midnight Black","₦ 32,832 ",-2%,"₦ 32,240 "
495,397,Rocco ,"10,400 mAh Fast Charging Triple USB Port Power Bank With Torch Light + (Free Mini USB Fan)","₦ 5,000 ",-38%,"₦ 3,100 "
497,398,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Champagne Gold (JA19)","₦ 24,458 ",-4%,"₦ 23,540 "
498,399,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Midnight Black (JA19)","₦ 24,441 ",-4%,"₦ 23,540 "
499,400,Generic ,2019  Smart Watch Color Screen Blood Pressure Fitness Tracker Heart Rate Monitor Smart Band Sport For Android IOS Iphone,"₦ 8,900 ",-60%,"₦ 3,600 "
500,401,Samsung ,"Galaxy A20 Dual Sim- 6.4"" (32gb+3gb Ram) 13MP + 5MP, 4G LTE-BLACK (JA19)","₦ 65,000 ",-20%,"₦ 52,000 "
502,402,Infinix ,"S4 6.2""HD+ Water-drop (32GB ROM+3GB RAM) 13MP+8MP+2MP 32MP FF, Android 9pie, 4000mAh Battery- Nebula Blue","₦ 65,000 ",-23%,"₦ 50,200 "
503,403,Samsung ,"Galaxy A30 6.4-Inch (4GB RAM, 64GB ROM) Android 9.0 Pie, (16MP + 5MP) + 16MP 4G LTE Smartphone - Blue (MW19)","₦ 67,942 ",-1%,"₦ 67,600 "
504,404,Vernee ,"T3 Pro 5.5-Inch MTK6739 Quad-Core (3GB, 16GB ROM) Android 8.1 Oreo, 13MP Dual SIM 4080mAh, Face ID Smartphone - Black","₦ 39,999 ",-40%,"₦ 23,999 "
505,405,Samsung ,"Galaxy A30 6.4-Inch (4GB RAM, 64GB ROM) Android 9.0 Pie, (16MP + 5MP) + 16MP 4G LTE Smartphone - Black",,,"₦ 67,499 "
507,406,Gionee ,S10 Lite 5.2 Inch HD 4GB RAM 32GB ROM 16MP + 13MP Android 7.1 Hybrid Dual SIM 4G LTE Smartphone 3100mA - Gold,"₦ 44,590 ",-29%,"₦ 31,820 "
508,407,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Aqua Blue (JA19)","₦ 24,509 ",-4%,"₦ 23,540 "
509,408,Generic ,P35 PRO Android 9.1 Smart Phone 8Cores 6G+128GB Face Recognition Smartphone 6.3 Inch Touch Screen 4800mAh Long Standby,"₦ 99,080 ",-68%,"₦ 31,350 "
510,409,Generic ,HOT SALE 10.1'' 6G+64GB Android 7.0 Tablet PC Octa 8 Core HD,"₦ 78,063 ",-73%,"₦ 20,999 "
512,410,Generic ,HOT SALE 10.1'' 6G+64GB Android 7.0 Tablet PC Octa 8 Core HD,"₦ 78,063 ",-76%,"₦ 18,999  - ₦ 20,899 "
513,411,Generic ,NEW 10.1'' Tablet PC Android 8.0 Octa Core 64GB 10 Inch HD WIFI 2 SIM 3G Phablet-Gold,"₦ 48,361 ",-61%,"₦ 18,990 "
514,412,Excelvan ,M10K6 - 10.1” 3G Android 6.0 2GB+16GB Dual SIM Card Tablet PC-Black,"₦ 39,600 ",-26%,"₦ 29,290 "
515,413,Nokia ,"X6 (6.1 Plus) 5.8-Inch 19:19 FHD (6GB, 64GB ROM) Android 8.1 Oreo, (16MP+5MP) + 16MP, 3060mAh, Hybrid Dual SIM 4G LTE Smartphone - Black","₦ 63,500 ",-15%,"₦ 53,999 "
517,414,Generic ,HOT SALE 10.1'' 4G + 64GB Android 7.0 Tablet PC Octa 8 Core,"₦ 58,999 ",-64%,"₦ 21,490  - ₦ 21,980 "
518,415,Generic ,10.1'' 4G+64GB Android 7.0 Tablet PC Octa 8 Core HD WIFI Bluetooth 2 SIM 4G New,"₦ 100,400  - ₦ 102,400 ",-78%,"₦ 22,080 "
519,416,TENFLY ,Power Bank 16800mAh For Smart Phones,"₦ 25,000 ",-88%,"₦ 2,950 "
520,417,VILLAON ,Power Bank 10000mAh Fast Charge VPB-B101D - Black,"₦ 5,500 ",-37%,"₦ 3,480 "
522,418,Generic ,Generic 64GB+4G Android 7.0 Tablet PC Octa 8 Core 2SIM-Black,"₦ 59,999 ",-65%,"₦ 20,950  - ₦ 21,950 "
523,419,Samsung ,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM) Android 9.0 Pie, 12MP + 12MP + 16MP Dual SIM 4G Fingerprint Smartphone - Prism White",,,"₦ 267,999 "
524,420,Infinix ,"HOT 7 Pro (X625B) 6.2-Inch HD+ (3GB,32GB ROM) Android 9 Pie (13MP+2MP) (13MP+2MP) 4000mAh Dual SIM 4G Smartphone - Midninght Black","₦ 44,514 ",-1%,"₦ 44,100 "
525,421,Smart ,"Smart Wrist Watch Phone(SIM Card,Memory Card, Camera Etc)","₦ 7,500 ",-49%,"₦ 3,790 "
527,422,Apple ,"IPhone X 5.8-Inches Super AMOLED (3GB RAM, 256GB ROM) IOS 11.1.1, (12MP + 12MP) + 7MP 4G LTE Smartphone - Silver",,,"₦ 282,900 "
528,423,Gionee ,"S11 Lite 5.7-Inch HD 18:9 Full Screen (4GB,32GB ROM) Android 7.1 Nougat, (13MP + 2MP) + 16MP, Hybrid Dual SIM 4G LTE Fingerprint ID Smartphone - Gold","₦ 78,990 ",-54%,"₦ 36,200 "
529,424,Samsung ,Level U Bluetooth Neckband Earpiece,"₦ 10,000 ",-53%,"₦ 4,689 "
530,425, ,"Redmi Note 7 6.3-Inch (4GB RAM, 64GB ROM) Android 9.0 (Pie) (48MP + 5MP) + 13MP 4G Face & Fingerprint ID  - Blue","₦ 72,000 ",-6%,"₦ 67,800 "
532,426,Infinix ,"Infinix S4 6.2""HD+ Water-drop (64GB ROM+6GB RAM) 13MP+8MP+2MP 32MP FF, Android 9pie, 4000mAh Battery-  Nebula Blue","₦ 66,000 ",-1%,"₦ 65,800 "
533,427,Generic ,Smart Watch Bluetooth SmartWatches Men Support SIM TF Card Call Heart Rate Pedometer Sport Mode,"₦ 75,600 ",-74%,"₦ 20,000 "
534,428,Generic ,"A1 Smartwatch With Sim & Memory Card, Camera & Pedometer-Black","₦ 7,500 ",-54%,"₦ 3,475 "
535,429,A1 Smartwatch ,"Smart Watch Single Sim GSM, Bluetooth, Memory Card Slot & Camera For Android And IPhone-Black","₦ 6,000 ",-42%,"₦ 3,490 "
537,430,Generic ,Smart Watches Wrist Dial SMS Remind Pedometer SmartWatch,"₦ 15,000 ",-65%,"₦ 5,220 "
538,431,Henan ,"20,000mAh Power Bank - White",,,"₦ 2,300 "
539,432,Generic ,Smart Watch---Metal Strap Bluetooth Wrist Smartwatch Support Sim TF Card Android&IOS Watch Multi-languages---SILVER,"₦ 9,000 ",-33%,"₦ 5,995 "
540,433,Generic ,Fitness Tracker 0.96-Inch TFT Display Smartwatch,"₦ 6,000 ",-62%,"₦ 2,300 "
542,434,Taiwan ,32GB Mobile Phone Memory Card Memory Card TF Card Driving Recorder Memory Card,"₦ 3,040 ",-41%,"₦ 1,800 "
543,435,Generic ,S530 Upgrade 4.2 Bluetooth Earphone Mini Wireless Bluetooth ,₦ 800 ,-15%,₦ 680 
544,436,Tecno ,"Spark 3 (KB7) 6.2-Inch HD (1GB,16GB ROM) Android 8.1 Oreo, 13MP + 8MP Dual SIM 3G Smartphone - Midnight Black","₦ 32,832 ",-2%,"₦ 32,240 "
545,437,Rocco ,"10,400 mAh Fast Charging Triple USB Port Power Bank With Torch Light + (Free Mini USB Fan)","₦ 5,000 ",-38%,"₦ 3,100 "
547,438,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Champagne Gold (JA19)","₦ 24,458 ",-4%,"₦ 23,540 "
548,439,Infinix ,"Smart 2 HD (X609) 6-Inch HD+ (1GB + 16GB ROM) Android 8.1 Oreo, 8MP + 8MP Dual SIM Face & Fingerprint Unlock 3G Smartphone - Midnight Black (JA19)","₦ 24,441 ",-4%,"₦ 23,540 "
549,440,Generic ,2019  Smart Watch Color Screen Blood Pressure Fitness Tracker Heart Rate Monitor Smart Band Sport For Android IOS Iphone,"₦ 8,900 ",-60%,"₦ 3,600 "
550,441,Samsung ,"Galaxy A20 Dual Sim- 6.4"" (32gb+3gb Ram) 13MP + 5MP, 4G LTE-BLACK (JA19)","₦ 65,000 ",-20%,"₦ 52,000 "
